state,city,zip,address1,address2,latitude,longitude
AK,Anchorage,99501,510 L St.,Suite 600,61.256,-149.920
AK,Anchorage,99501,510 L St.,Suite 750,61.256,-149.920
AK,Anchorage,99503,471 W. 36th Avenue,Suite 201,61.219,-149.913
AK,Fairbanks,99701,"Federal Building, 101 12th Ave.",Suite 328,64.861,-147.880
AK,Fairbanks,99707,"Key Bank Building, 100 Cushman St.",Suite 307,64.842,-147.724
AK,Juneau,99801,800 Glacier Ave.,Suite 101,58.504,-134.787
AK,Ketchikan,99901,1900 First Ave.,Suite 225,55.506,-133.152
AK,Soldotna,99669,44539 Sterling Highway,Suite 204,60.537,-151.212
AK,Wasilla,99654,851 E. Westpoint Dr.,Suite 307,61.682,-149.979
AK,Wasilla,99654,851 E. Westpoint Dr.,Suite 309,61.682,-149.979
AL,Anniston,36201,1129 Noble St.,# 104,33.732,-85.944
AL,Birmingham,35203,"Robert S. Vance Federal Building, 1800 5th Avenue North",321,33.541,-86.877
AL,Birmingham,35203,"Robert S. Vance Federal Building, 1800 5th Avenue North",,33.541,-86.877
AL,Birmingham,35203,Two 20th Street North,Suite 1130,33.541,-86.877
AL,Birmingham,35243,3535 Grandview Pkwy.,Suite 525,33.480,-86.776
AL,Clanton,35045,703 2nd Ave North,Box 502,32.937,-86.774
AL,Cullman,35055,205 4th Ave. NE,Suite 104,34.203,-86.872
AL,Decatur,35601,302 Lee St.,Room 86,34.620,-87.052
AL,Dothan,36305,217 Graceland Dr.,Suite 5,31.239,-85.518
AL,Florence,35630,102 S. Court St.,Suite 310,34.881,-87.719
AL,Gadsden,35901,600 Broad St.,Suite 107,34.150,-86.077
AL,Huntsville,35805,2101 W. Clinton Ave.,Suite 302,34.733,-86.663
AL,Jasper,35501,"Carl Elliott Building, 1710 Alabama Ave.",247,33.903,-87.568
AL,Mobile,36602,11 N. Water St.,Suite 15290,30.694,-88.064
AL,Mobile,36608,"BB&T Centre, 41 West I-65 Service Road North",Suite 2300-A,30.750,-88.395
AL,Montgomery,36104,401 Adams Ave.,Suite 160,32.409,-86.346
AL,Montgomery,36104,"Courthouse, 101 S. Lawrence St.",Annex 3,32.409,-86.346
AL,Montgomery,36104,"Federal Courthouse, 1 Church St",500-B,32.409,-86.346
AL,Oneonta,35121,"Blount County Courthouse, 220 2nd Ave E",,34.060,-86.579
AL,Opelika,36801,"G.W. Andrews Federal Building, 701 Avenue A",Suite 300,32.734,-85.464
AL,Selma,36701,"Federal Building, 908 Alabama Ave.",Suite 112,32.592,-87.153
AL,Summerdale,36580,502 W. Lee Ave.,,30.530,-87.808
AL,Tuscaloosa,35401,2005 University Blvd.,Suite 2100,33.362,-87.666
AL,Tuscaloosa,35401,2501 7th St.,Suite 300,33.362,-87.666
AR,Cabot,72023,112 S. 1st,,35.038,-92.169
AR,Conway,72032,1105 Deer St.,Suite 12,35.149,-92.502
AR,El Dorado,71730,101 N. Washington Ave.,Suite 406,33.324,-92.920
AR,El Dorado,71730,106 W. Main St.,Suite 104,33.324,-92.920
AR,Harrison,72601,303 N. Main St.,Suite 102,36.391,-93.293
AR,Hot Springs,71901,101 Reserve St.,Suite 200,34.634,-93.085
AR,Jonesboro,72401,2400 Highland Dr.,Suite 300,36.019,-90.772
AR,Little Rock,72201,1401 W. Capitol Ave.,Suite 155,34.77,-92.318
AR,Little Rock,72201,1401 W. Capitol Ave.,Suite 235,34.77,-92.318
AR,Little Rock,72207,1501 N. University Ave.,Suite 630,34.788,-92.362
AR,Mountain Home,72653,1001 Highway 62 E,Suite 9,36.484,-92.586
AR,Mountain Home,72653,1001 Hwy 62 East,Suite 11,36.484,-92.586
AR,Ozark,72949,211 W. Commercial St.,,35.690,-93.948
AR,Pine Bluff,71601,100 E. 8th Ave.,Room 2521,34.251,-92.058
AR,Rogers,72758,3333 Pinnacle Hls.,Suite 120,36.399,-94.222
AR,Springdale,72764,1108 S. Old Missouri Rd.,Suite B,36.237,-94.250
AR,Stuttgart,72160,620 E. 22nd St.,Suite 204,34.544,-91.604
AZ,Avondale,85323,1412 N. Central Ave.,Suite B,33.462,-112.357
AZ,Casa Grande,85122,211 N. Florence St.,Suite 1,32.982,-111.790
AZ,Glendale,85308,7121 W Bell Rd,#200,33.683,-112.348
AZ,Gold Canyon,85118,6499 S. Kings Ranch Rd.,#4,33.400,-111.531
AZ,Mesa,85209,2509 S. Power Rd.,Suite 204,33.458,-111.687
AZ,Phoenix,85004,411 N. Central Ave.,Suite 150,33.479,-112.346
AZ,Prescott,86301,122 N. Cortez St.,Suite 104,34.655,-112.484
AZ,Somerton,85350,146 N. State Ave.,,32.624,-114.767
AZ,Tucson,85714,"El Pueblo Community Center, 101 W. Irvington Road",Buildings 4 and 5,32.177,-110.993
AZ,Tucson,85741,3037 W. Ina Rd,Suite 101,32.431,-111.081
CA,Alameda,94501,1550 Oak St.,2nd Floor Staff Room,37.789,-122.308
CA,Albany,94706,"Albany Community Center, 1249 Marin Ave.",,37.899,-122.307
CA,Apple Valley,92307,"Apple Valley Town Hall, 14955 Dale Evans Parkway",,34.637,-117.280
CA,Auburn,95602,2399 Rickenbacker Way,,39.049,-121.188
CA,Bakersfield,93309,4100 Empire Dr.,Suite 150,35.386,-119.092
CA,Castro Valley,94546,3615 Castro Valley Blvd.,,37.726,-122.107
CA,Chula Vista,91910,333 F St.,Suite A,32.655,-117.101
CA,Claremont,91711,415 W. Foothill Blvd.,Suite 122,34.159,-117.750
CA,Clovis,93612,264 Clovis Ave.,Suite 206,36.837,-119.731
CA,Commerce,90040,500 Citadel Dr.,Suite 320,34.016,-118.176
CA,Compton,90220,"Compton City Hall, 205 S. Willowbrook Ave.",,33.903,-118.265
CA,Corona,92882,400 S. Vicentia Ave.,Suite 125,33.890,-117.647
CA,Davis,95616,412 G St.,,38.590,-121.866
CA,El Centro,92243,380 N. 8th St.,Suite 14,32.822,-115.691
CA,El Monte,91731,4401 Santa Anita Ave.,Suite 201,34.096,-118.071
CA,Fairfield,94533,1261 Travis Blvd.,Suite 130,38.900,-122.167
CA,Fresno,93721,2500 Tulare Street,Suite 5290,36.743,-119.801
CA,Fresno,93721,855 M St.,Suite 940,36.743,-119.801
CA,Garden Grove,92840,12865 Main St.,Suite 200,33.802,-117.958
CA,Hemet,92543,445 E. Florida Ave.,2nd Floor,33.771,-116.990
CA,Long Beach,90802,"West Tower, 100 W. Broadway",Suite 600,33.881,-118.209
CA,Los Angeles,90010,4929 Wilshire Blvd.,Suite 650,34.093,-118.391
CA,Los Angeles,90017,350 S. Bixel St.,#120,34.091,-118.327
CA,Los Angeles,90025,11111 Santa Monica Blvd.,Suite 915,34.096,-118.470
CA,Los Angeles,90028,5500 Hollywood Blvd.,Suite #416,34.106,-118.382
CA,Los Angeles,90036,5055 Wilshire Blvd.,Suite 310,34.296,-118.436
CA,Manhattan Beach,90266,1600 Rosecrans Ave.,4th Floor,33.916,-118.421
CA,Merced,95340,2222 M St.,Suite 305,37.377,-120.504
CA,Norwalk,90650,12440 E. Imperial Hwy.,Suite 140,33.932,-118.110
CA,Oakland,94612,1301 Clay St.,Suite 1000-N,37.842,-122.283
CA,Ontario,91764,3200 Inland Empire Blvd.,Suite 200B,34.091,-117.650
CA,Oxnard,93030,201 East Fourth St.,Suite 209B,34.218,-119.224
CA,Palm Desert,92211,43875 Washington Street,Suite F,33.801,-116.386
CA,Palo Alto,94301,698 Emerson St.,,37.457,-122.168
CA,Panorama City,91402,9612 Van Nuys Blvd.,Suite 201,34.246,-118.466
CA,Pasadena,91101,527 S. Lake Ave.,Suite 106,34.157,-118.183
CA,Petaluma,94952,206 G St.,Unit #3,38.335,-122.930
CA,Redding,96002,2885 Churn Creek Rd.,Suite C,40.628,-122.373
CA,Rialto,92376,141 S. Riverside Ave.,,34.147,-117.405
CA,Richmond,94804,440 Civic Center Plz.,2nd Floor,38.005,-122.379
CA,Riverside,92501,3403 10th St.,Suite 610,34.018,-117.398
CA,Roseville,95661,2200A Douglas Blvd,Suite 240,38.770,-121.288
CA,Sacramento,95814,501 I Street,Suite 7-600,38.710,-121.506
CA,Sacramento,95814,"Robert T. Matsui U.S. Courthouse, 501 I St.",Suite 12-600,38.710,-121.506
CA,Sacramento,95826,"Building 3, 8950 Cal Center Dr.",Suite 100,38.570,-121.418
CA,Salinas,93901,100 W. Alisal St.,,36.697,-121.684
CA,San Bernardino,92408,685 E. Carnegie Dr.,Suite 100,34.104,-117.304
CA,San Diego,92101,600 B Street,Suite 2240,32.809,-117.210
CA,San Diego,92101,880 Front St.,Suite 4236,32.809,-117.210
CA,San Diego,92116,2700 Adams Ave.,Suite 102,32.995,-117.256
CA,San Diego,92121,4350 Executive Dr.,Suite 105,32.956,-117.242
CA,San Francisco,94103,90 7th St.,Suite 2-800,37.790,-122.469
CA,San Francisco,94104,One Post Street,Suite 2450,37.793,-122.407
CA,San Jose,95112,635 N. First St.,Suite B,37.382,-121.919
CA,San Leandro,94577,"Room C, 300 Estudillo Ave.",,37.742,-122.193
CA,San Luis Obispo,93401,1411 Marsh St.,Suite 205,35.319,-120.849
CA,San Mateo,94402,155 Bovet Rd.,Suite 780,37.571,-122.356
CA,San Pedro,90731,302 W. Fifth St.,Suite 201,33.780,-118.313
CA,San Rafael,94901,999 Fifth Ave.,Suite 290,38.033,-122.582
CA,Santa Ana,92706,"Rancho Santiago Community College Building, 2323 N. Broadway",Suite 319,34.010,-118.465
CA,Santa Barbara,93105,360 S. Hope Ave.,Suite C-301,34.560,-119.918
CA,Santa Clara,95050,900 Lafayette St.,Suite 206,37.374,-121.969
CA,Santa Cruz,95060,701 Ocean St.,Room 318C,37.132,-122.168
CA,Santa Maria,93458,1619 S. Thornburg St.,,34.988,-120.496
CA,Santa Rosa,95403,2300 County Center Dr.,Suite A100,38.548,-122.803
CA,South Gate,90280,"South Gate City Hall, 8650 California Ave.",,33.964,-118.229
CA,Stockton,95207,2222 Grand Canal Blvd.,#7,38.020,-121.356
CA,Ukiah,95482,559 Low Gap Rd.,,39.266,-123.465
CA,Vallejo,94590,420 Virginia St.,Suite 1C,38.156,-122.275
CA,Visalia,93291,113 N. Church St.,Suite 208,36.444,-119.474
CA,Walnut Creek,94597,3100 Oak Road,Suite 110,37.938,-122.099
CA,Yucaipa,92399,34282 Yucaipa Boulevard,,34.075,-117.122
CO,Alamosa,81101,609 Main St.,Suite 110,37.603,-106.039
CO,Buena Vista,81211,415 Main St.,,39.048,-106.250
CO,Castle Rock,80109,900 Castleton Rd.,Suite 112,39.417,-104.941
CO,Colorado Springs,80903,102 S. Tejon St.,Suite 930,38.854,-104.835
CO,Colorado Springs,80903,409 N. Tejon St.,Suite 107,38.854,-104.835
CO,Colorado Springs,80920,1125 Kelly Johnson Blvd.,Suite 330,38.981,-104.811
CO,Denver,80202,721 19th St.,Suite 150,39.907,-105.112
CO,Denver,80203,600 Grant St.,Suite 202,39.771,-105.167
CO,Denver,80204,"Cesar E. Chavez Memorial Building, 1244 Speer Blvd.",,39.839,-105.139
CO,Durango,81301,835 E. 2nd Ave.,Suite 206,37.657,-108.003
CO,Durango,81301,835 E. Second Ave.,Suite 230,37.657,-108.003
CO,Durango,81303,329 S. Camino Del Rio,Suite I,37.351,-107.999
CO,Fort Collins,80524,1200 S. College Ave.,Suite 211,40.781,-105.138
CO,Fort Collins,80526,"Building H, Suite 104, 2001 S. Shields St.",,40.609,-105.188
CO,Grand Junction,81501,225 N. 5th St.,Suite 702,39.097,-108.578
CO,Grand Junction,81501,"Federal Bldg., 400 Rood Ave.",Suite 220,39.097,-108.578
CO,Greeley,80631,801 8th St.,Suite 140A,40.498,-104.851
CO,Greeley,80634,1023 39th Ave.,Unit B,40.442,-104.844
CO,Lakewood,80215,12600 West Colfax Avenue,Suite B-400,39.761,-105.143
CO,Pueblo,81003,503 N. Main St.,Suite 426,38.335,-104.791
CO,Pueblo,81003,503 N. Main St.,Suite 658,38.335,-104.791
CO,Yuma,80759,529 N. Albany St.,Suite 1220,40.344,-102.756
CT,Bridgeport,06604,211 State St.,2nd Floor,41.225,-73.242
CT,Bridgeport,06604,915 Lafayette Blvd.,Suite 304,41.225,-73.242
CT,Enfield,06082,77 Hazard Ave.,Unit J,42.032,-72.611
CT,Hartford,06103,90 State House Sq.,10th Floor,41.792,-72.771
CT,Hartford,06106,221 Main St.,2nd Floor,41.764,-72.734
CT,Hartford,06106,"Colt Gateway, 120 Huyshope Ave.",Suite 401,41.764,-72.734
CT,New Haven,06510,59 Elm St.,,41.369,-73.097
CT,Norwich,06360,55 Main St.,Suite 250,41.606,-72.140
DE,Dover,19904,500 W. Loockerman St.,Suite 450,39.241,-75.670
DE,Dover,19904,500 W. Loockerman St.,Suite 470,39.241,-75.670
DE,Georgetown,19947,12 The Circle,,38.749,-75.535
DE,Georgetown,19947,28 The Circle,Suite 2,38.749,-75.535
FL,Aventura,33180,19200 West Country Club Drive,,25.974,-80.259
FL,Boca Raton,33431,2500 N. Military Trl.,Suite 490,26.394,-80.136
FL,Boca Raton,33434,7900 Glades Rd.,Suite 250,26.393,-80.202
FL,Bradenton,34205,1051 Manatee Ave West,Suite 305,27.502,-82.710
FL,Brooksville,34601,15 N. Main Street,Suite B,28.673,-82.467
FL,Cape Coral,33990,1039 SE 9th Ave.,Suite 308,26.665,-82.022
FL,Doral,33166,8669 NW. 36th St.,Suite 100,25.833,-80.337
FL,Fort Lauderdale,33301,111 East Las Olas Blvd.,,26.170,-80.174
FL,Fort Lauderdale,33311,2701 W. Oakland Park Blvd.,Suite 200,26.177,-80.250
FL,Fort Myers,33901,2120 Main St.,Room 200,26.696,-81.977
FL,Fort Walton Beach,32547,"Building 4, 1170 Martin Luther King, Jr. Blvd.",Room 454,30.469,-86.668
FL,Gainesville,32606,5000 NW 27th Court,Suite E,29.704,-82.497
FL,Haines City,33844,620 E Main St.,,28.158,-81.687
FL,Inverness,34450,212 W. Main St.,Suite 208A,28.869,-82.349
FL,Jacksonville,32202,"Bryan Simpson U.S. Courthouse, 300 North Hogan St.",Suite 8-111,30.350,-81.674
FL,Jacksonville,32209,1010 N. Davis St.,Suite 206,30.391,-81.731
FL,Lake Wales,33853,201 W Central Avenue,,27.916,-81.610
FL,Mangonia Park,33407,"Town of Mangonia Park Municipal Center, 1755 E. Tiffany Dr.",,26.761,-80.085
FL,Margate,33063,5790 Margate Blvd.,,26.274,-80.245
FL,Melbourne,32940,"Building C, 2725 Judge Fran Jamieson Way",,28.264,-80.753
FL,Miami,33173,7400 SW 87th Ave.,Suite 270,25.809,-80.382
FL,Miami Gardens,33169,18425 NW 2nd Avenue,Suite 355,25.971,-80.259
FL,Naples,34112,3299 Tamiami Trail East,Suite 105,26.147,-81.783
FL,Naples,34116,4715 Golden Gate Pkwy.,Suite 1,26.210,-81.734
FL,New Port Richey,34654,7132 Little Rd.,,28.334,-82.675
FL,North Palm Beach,33408,420 U.S. Highway One,Suite 19,26.892,-80.095
FL,Ocala,34471,115 SE 25th Ave,,29.225,-82.217
FL,Orange Park,32065,35 Knight Boxx Rd.,Suite 1,30.187,-81.865
FL,Orlando,32801,201 S. Orange Ave.,Suite 350,28.595,-81.444
FL,Orlando,32801,225 E. Robinson,Suite 525,28.595,-81.444
FL,Orlando,32835,2295 S. Hiawassee Rd.,Suite 301,28.549,-81.508
FL,Palatka,32177,2509 Crill Ave.,Suite 200,29.813,-81.817
FL,Palm Beach Gardens,33418,4580 PGA Blvd.,Suite 201,26.922,-80.271
FL,Panama City,32401,840 W. 11th St.,Suite 2250,30.289,-86.040
FL,Pensacola,32502,226 S Palafox Place,6th Floor,30.423,-87.242
FL,Pensacola,32502,700 S. Palafox St.,Suite 125,30.423,-87.242
FL,Port St. Lucie,34984,121 SW. Port St. Lucie Blvd.,,27.293,-80.365
FL,Sanford,32771,110 W. First Street,Suite 210,28.838,-81.418
FL,Sarasota,34236,111 S. Orange Ave.,"Floor 2R, Suite 202W",27.353,-82.586
FL,St. Petersburg,33701,696 1st Ave N,Suite 203,27.898,-82.785
FL,Stuart,34994,171 SW Flagler Ave.,,27.242,-80.289
FL,Sunrise,33325,777 Sawgrass Corporate Parkway,,26.133,-80.346
FL,Tallahassee,32301,300 S. Adams St.,,30.503,-84.319
FL,Tallahassee,32301,435 N. Macomb St.,,30.503,-84.319
FL,Tallahassee,32399,402 S. Monroe St.,Suite 2105E,30.497,-84.282
FL,Tampa,33602,"Sam M. Gibbons U.S. Courthouse, 801 N. Florida Ave.",Suite 1130,28.058,-82.479
FL,Tampa,33607,4144 N. Armenia Ave.,Suite 300,27.981,-82.571
FL,Tarpon Springs,34689,"St. Petersburg College, 38500 U.S. Hwy 19 North",BB-038,28.181,-82.799
FL,The Villages,32162,8015 E County Rd 466,Suite B,28.981,-82.036
GA,Atlanta,30303,100 Peachtree St. NW,Suite 1920,33.906,-84.426
GA,Atlanta,30305,3280 Peachtree Road NE,Suite 2640,33.879,-84.415
GA,Atlanta,30339,600 Galleria Pkwy.,Suite 120,33.915,-84.484
GA,Atlanta,30339,"One Overton Park, 3625 Cumberland Blvd.",Suite 970,33.915,-84.484
GA,Augusta,30909,"Bldg. 200, 2743 Perimeter Pkwy",Suite 225,33.519,-82.143
GA,Brunswick,31520,1510 Newcastle St.,Suite 200,31.453,-81.843
GA,Cartersville,30120,135 W. Cherokee Ave.,Suite 122,34.300,-84.988
GA,Columbus,31901,18 Ninth St.,Suite 201,32.493,-84.994
GA,Dalton,30720,702 S. Thornton Ave.,,34.894,-85.027
GA,Decatur,30035,5240 Snapfinger Park Dr.,Suite 130,33.761,-84.236
GA,Dublin,31021,100 S. Church St.,,32.688,-83.071
GA,Gainesville,30501,210 Washington St. NW,Suite 202,34.375,-83.868
GA,Jonesboro,30236,173 N. Main St.,,33.583,-84.389
GA,Macon,31201,300 Mulberry Street,Suite 502,32.902,-83.653
GA,Milledgeville,31061,3015 Heritage Rd.,Suite 6,33.212,-83.404
GA,Monroe,30655,100 Court St.,,33.858,-83.829
GA,Newnan,30265,1601 E Hwy 34,Suite B,33.491,-84.765
GA,Rome,30161,600 E. First St.,Suite 301,34.377,-85.387
GA,Savannah,31405,6602 Abercorn St.,Suite 105B,32.074,-81.244
GA,Smyrna,30080,888 Concord Rd.,Suite 100,33.911,-84.564
GA,Statesboro,30458,50 E. Main St.,,33.544,-84.206
GA,Thomson,30824,"City-County Administration, 210 Railroad St.",Room 2401,33.628,-82.598
GA,Tifton,31794,127-B N. Central Ave.,,31.545,-83.552
GA,Vidalia,30475,107 Old Airport Rd.,Suite A,32.211,-82.403
GA,Warner Robins,31088,230 Margie Dr.,Suite 500,32.618,-83.719
GA,Woodstock,30188,9898 Highway 92,Suite 100,34.167,-84.605
HI,Honolulu,96850,300 Ala Moana Blvd.,Room 7-212,21.308,-157.863
HI,Honolulu,96850,"Prince Kuhio Federal Building, 300 Ala Moana Blvd.",Rm. 3-106,21.308,-157.863
IA,Ames,50010,1421 S. Bell Ave.,Suite 102,42.111,-93.684
IA,Cedar Rapids,52401,111 Seventh Ave. SE,Suite 480,41.982,-91.669
IA,Council Bluffs,51501,"Federal Building, 8 S. 6th St.",307,41.280,-95.915
IA,Council Bluffs,51501,"Federal Building, 8 S 6th St",Suite 221,41.280,-95.915
IA,Davenport,52801,201 W. 2nd St.,Suite 720,41.538,-90.582
IA,Davenport,52801,201 W. Second St.,Suite 806,41.538,-90.582
IA,Davenport,52801,209 W. 4th St.,#104,41.538,-90.582
IA,Des Moines,50309,"733 Federal Building, 210 Walnut St.",,41.621,-93.717
IA,Fort Dodge,50501,723 Central Ave.,,42.615,-94.312
IA,Iowa City,52240,125 S. Dubuque St.,,41.750,-91.710
IA,Mason City,50401,202-1st Street SE,Suite 126,43.242,-93.337
IA,Sioux City,51101,"194 Federal Building, 320 Sixth St.",,42.526,-96.418
IA,Sioux City,51101,"Federal Building, 320 6th St.",120,42.526,-96.418
IA,Sioux City,51101,"Federal Building, 320 6th St",Room 122,42.526,-96.418
IA,Spencer,51301,306 Grand Ave.,,43.241,-95.236
IA,Waterloo,50701,"Waterloo Building, 531 Commercial St.",210,42.519,-92.429
ID,Boise,83702,251 E. Front St.,Suite 205,43.663,-116.311
ID,Boise,83702,350 N. 9th St.,Suite 302,43.663,-116.311
ID,Boise,83702,802 W. Bannock,Suite 600,43.663,-116.311
ID,Coeur d'Alene,83814,610 Hubbard Ave,Suite 209,47.729,-116.929
ID,Coeur d'Alene,83814,"Harbor Plaza, 610 Hubbard",Suite 213,47.729,-116.929
ID,Idaho Falls,83402,410 Memorial Dr.,Suite 203,43.632,-112.262
ID,Idaho Falls,83402,410 Memorial Dr.,Suite 204,43.632,-112.262
ID,Idaho Falls,83402,901 Pier View Dr.,Suite 202A,43.632,-112.262
ID,Lewiston,83501,313 'D' St.,Suite 105,46.455,-117.046
ID,Pocatello,83201,275 S. 5th Ave.,Suite 100,42.919,-112.494
ID,Pocatello,83201,275 S. 5th Ave.,Suite 290,42.919,-112.494
ID,Twin Falls,83301,1411 Falls Avenue East,Suite 201,42.621,-114.624
ID,Twin Falls,83301,202 Falls Ave.,Suite 2,42.621,-114.624
IL,Alton,62002,101 E. Third St.,,39.006,-90.211
IL,Aurora,60502,2711 E. New York St.,Suite 204,41.820,-88.294
IL,Bloomington,61704,3004 G.E. Rd.,Suite 1B,40.517,-89.094
IL,Carbondale,62901,250 W. Cherry St.,Suite 115-D,37.893,-89.622
IL,Chicago,60604,230 S. Dearborn St.,Suite 3892,41.962,-87.669
IL,Chicago,60604,230 South Dearborn Street,Suite 3900,41.962,-87.669
IL,Chicago,60612,2813-15 W. Fifth Ave.,,41.950,-87.716
IL,Chicago,60628,1000 E. 111th St.,,41.851,-87.704
IL,Chicago,60638,6245 S. Archer Ave.,,41.975,-87.801
IL,Chicago,60640,5533 N. Broadway,,42.019,-87.772
IL,Chicago,60641,"Portage Park Office, 4345 N. Milwaukee Ave.",,41.970,-87.779
IL,Decatur,62523,243 S. Water St.,Suite 100,39.845,-88.958
IL,Effingham,62401,101 N. 4th St.,Suite 303,39.213,-88.679
IL,Glenview,60025,1852 Johns Dr.,,42.105,-87.877
IL,Granite City,62040,"City Hall, 2000 Edison Ave.",,38.778,-90.176
IL,Harrisburg,62946,110 E. Locust St.,Room 12,37.805,-88.652
IL,Jacksonville,62650,201 W. Morgan St.,,39.862,-90.356
IL,Joliet,60435,195 Springfield Ave.,Suite 102,41.593,-88.309
IL,Kankakee,60901,"Kankakee City Hall, 304 S. Indiana Ave.",lower level,41.187,-88.018
IL,Lincolnshire,60069,111 Barclay Blvd.,Suite 200,42.216,-87.959
IL,Lockport,60441,"Central Square Building, 222 E. 9th St.",#109,41.644,-88.152
IL,Maryville,62062,15 Professional Park Dr.,,38.744,-89.997
IL,Matteson,60443,600 Holiday Plaza Dr.,Suite 505,41.527,-87.780
IL,Mt. Vernon,62864,"Mt. Vernon City Hall, 1100 Main St.",,38.417,-89.022
IL,Normal,61761,104 W. North St.,,40.561,-89.055
IL,O'Fallon,62269,302 West State St.,,38.646,-89.965
IL,Orland Park,60462,"Orland Park Village Hall, 14700 S. Ravinia Avenue",,41.652,-87.883
IL,Ottawa,61350,628 Columbus St.,Suite 507,41.477,-88.982
IL,Peoria,61602,100 NE Monroe St.,Room 100,40.721,-89.619
IL,Peoria,61602,820 SW Adams St,,40.721,-89.619
IL,Rockford,61101,119 N. Church St.,Suite 207 & 208,42.368,-89.222
IL,Rock Island,61201,1504 Third Ave.,Suite 227,41.522,-90.623
IL,Rock Island,61201,2401 4th Ave.,,41.522,-90.623
IL,Round Lake Park,60073,433 E Washington St.,,42.364,-88.977
IL,Schaumburg,60173,1701 E. Woodfield Rd.,Suite 704,42.077,-88.116
IL,Springfield,62701,235 S. Sixth St.,,39.805,-89.656
IL,Springfield,62701,8 South Old State Capitol Plaza,,39.805,-89.656
IL,Springfield,62703,2833 S Grand Ave. East,,39.816,-89.659
IL,Springfield,62703,525 S. 8th St.,,39.816,-89.659
IL,St. Charles,60175,40 W310 LaFox Road,,41.985,-88.471
IL,Taylorville,62568,108 W. Market St.,,39.647,-89.405
IN,Anderson,46016,120 E. 8th St.,Suite 101,40.115,-85.710
IN,Carmel,46032,11611 N. Meridian Street,Suite 415,40.017,-86.238
IN,Evansville,47708,101 Martin Luther King Jr. Blvd,Suite 110,38.008,-87.575
IN,Evansville,47708,420 Main St.,Suite 1402,38.008,-87.575
IN,Fort Wayne,46802,1300 South Harrison Street,Suite 3161,41.083,-85.189
IN,Indianapolis,46204,251 N. Illinois St.,Suite 120,39.925,-86.228
IN,Indianapolis,46205,300 E. Fall Creek Pkwy N Dr.,Suite 300,39.847,-86.179
IN,Jasper,47547,610 Main St.,First Floor Small Conference Room,38.420,-86.963
IN,Jeffersonville,47130,321 Quartermaster Ct.,,40.387,-85.781
IN,Merrillville,46410,7895 Broadway,Suite A,41.549,-87.412
IN,Mishawaka,46544,202 Lincolnway East,Suite #101,41.673,-86.215
IN,New Albany,47150,3602 Northgate Ct,Suite 15,38.386,-85.907
IN,Rochester,46975,709 Main St.,,41.172,-86.439
IN,Terre Haute,47807,901 Wabash Ave.,Suite 140,39.484,-87.430
IN,Vincennes,47591,1500 N. Chestnut St.,,38.763,-87.602
KS,Garden City,67846,816 Campus Dr.,Suite 500,38.206,-100.938
KS,Manhattan,66502,923 Westport Pl.,Suite 210,39.278,-96.657
